,33267_consensus,33550_consensus,33562_consensus,ABLG4383_consensus,ABLG4388_consensus,ABLG4424_consensus,ABLG4435_consensus,ABLG4440_consensus,ABLG4450_consensus,ABLG4497_consensus,ABLG4603_consensus,31128_consensus,31137_consensus,31154_consensus,31169_consensus,31176_consensus,31180_consensus,ABLG4518_consensus,ABLG4520_consensus,ABLG4531_consensus,33554_consensus,ABLG4384_consensus,33567_consensus,33569_consensus,ABLG9487_consensus,31201_consensus,ABLG4483_consensus,33269_consensus,31181_consensus,ABLG9548_consensus,ABLG9552_consensus,ABLG4439_consensus,31089_consensus,31113_consensus,31145_consensus,31149_consensus,31184_consensus,31186_consensus,31188_consensus,31193_consensus,31196_consensus,31197_consensus,31203_consensus,ABLG9471_consensus,ABLG9473_consensus,ABLG9482_consensus,ABLG9507_consensus,ABLG9509_consensus,ABLG9519_consensus,ABLG9522_consensus,ABLG9536_consensus,ABLG9538_consensus,ABLG9539_consensus,ABLG9544_consensus,ABLG9554_consensus,ABLG9563_consensus,ABLG9565_consensus,ABLG9567_consensus,ABLG9573_consensus,ABLG9581_consensus,ABLG10066_consensus,ABLG10067_consensus,ABLG10081_consensus,31171_consensus,31083_consensus,ABLG9558_consensus,31198_consensus,31111_consensus,31185_consensus,ABLG9547_consensus,ABLG9481_consensus,ABLG9486_consensus,ABLG9505_consensus,ABLG9526_consensus,ABLG9578_consensus,ABLG9496_consensus,ABLG9542_consensus,ABLG9550_consensus,33560_consensus,ABLG4411_consensus,ABLG4423_consensus,31194_consensus,ABLG9551_consensus,ABLG9571_consensus,ABLG10084_consensus,31150_consensus,31192_consensus,ABLG9506_consensus,ABLG9557_consensus,31187_consensus,ABLG9510_consensus,ABLG9472_consensus,ABLG9562_consensus,ABLG4509_consensus,31082_consensus extraction,ABLG9500_consensus,ABLG9511_consensus,ABLG9495_consensus,ABLG9508_consensus,ABLG9497_consensus,ABLG9553_consensus,31146_consensus,31190_consensus,31189_consensus,31191_consensus,ABLG9545_consensus,31195_consensus,ABLG9541_consensus,ABLG9575_consensus,ABLG4402_consensus,31214_consensus,31240_consensus,31153_consensus,ABLG4460_consensus,ABLG4532_consensus,ABLG4474_consensus,ABLG10085_consensus,31144_consensus,31182_consensus,ABLG9569_consensus,33551_consensus,33568_consensus,33572_consensus,ABLG4529_consensus,ABLG4588_consensus,ABLG4519_consensus,31138_consensus,ABLG9570_consensus,ABLG9532_consensus,33548_consensus,ABLG4513_consensus,ABLG4521_consensus,33552_consensus,33571_consensus,31174_consensus,31183_consensus,31212_consensus,33563_consensus,33566_consensus,31127_consensus,31129_consensus,ABLG10068_consensus,ABLG4480_consensus,ABLG4390_consensus,33564_consensus,31200_consensus,33547_consensus,ABLG9549_consensus,33268_consensus,33545_consensus,33546_consensus,33574_consensus,ABLG4438_consensus,ABLG4453_consensus,ABLG4493_consensus,ABLG4496_consensus,ABLG4511_consensus,ABLG4592_consensus,31130_consensus,31131_consensus,31164_consensus,31172_consensus,31199_consensus,31213_consensus,ABLG4486_consensus,33270_consensus,33549_consensus,33570_consensus,33573_consensus,ABLG4373_consensus,ABLG4382_consensus,ABLG4386_consensus,ABLG4400_consensus,ABLG4412_consensus,ABLG4421_consensus,ABLG4444_consensus,ABLG4512_consensus,31157_consensus,31165_consensus,31179_consensus,31210_consensus,33580_consensus,ABLG4471_consensus,ABLG4473_consensus,ABLG4481_consensus,ABLG4524_consensus,ABLG4431_consensus,ABLG4449_consensus,31202_consensus,31167_consensus,33579_consensus,ABLG4445_consensus,31211_consensus,ABLG4508_consensus,ABLG4397_consensus,ABLG4377_consensus,ABLG4589_consensus,33575_consensus,ABLG4467_consensus,31112_consensus,ABLG10064_consensus
ABLG4603_consensus,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.0,99.0,99.0,99.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,98.5,98.5,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.5,99.0,99.0,98.5,99.0,99.0,99.0,99.0,99.0,99.0,98.5,99.0,99.0,99.0,98.5,98.5,98.5,99.0,98.5,99.0,99.0,99.0,98.5,98.5,98.5,98.5,98.0,98.0,99.0,98.5,98.0,98.0,98.5,99.0,97.1,97.1,97.1,96.6,95.6,96.1,95.6,98.0,98.0,98.5,99.0,98.5,99.0,99.0,99.0,98.0,96.6,98.5,98.0,98.0,95.1,95.1,95.6,96.1,96.1,96.1,96.1,96.1,95.6,95.6,95.6,95.6,95.6,95.1,96.1,94.6,96.1,97.5,94.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,95.6,96.1,96.1,96.1,97.1,97.1,97.1,96.6,96.6,99.5,98.5,98.0,98.5,99.0,97.5
31128_consensus,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.0,99.0,99.0,99.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,98.5,98.5,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.5,99.0,99.0,98.5,99.0,99.0,99.0,99.0,99.0,99.0,98.5,99.0,99.0,99.0,98.5,98.5,98.5,99.0,98.5,99.0,99.0,99.0,98.5,98.5,98.5,98.5,98.0,98.0,99.0,98.5,98.0,98.0,98.5,99.0,97.1,97.1,97.1,96.6,95.6,96.1,95.6,98.0,98.0,98.5,99.0,98.5,99.0,99.0,99.0,98.0,96.6,98.5,98.0,98.0,95.1,95.1,95.6,96.1,96.1,96.1,96.1,96.1,95.6,95.6,95.6,95.6,95.6,95.1,96.1,94.6,96.1,97.5,94.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,95.6,96.1,96.1,96.1,97.1,97.1,97.1,96.6,96.6,99.5,98.5,98.0,98.5,99.0,97.5
31137_consensus,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.0,99.0,99.0,99.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,98.5,98.5,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.5,99.0,99.0,98.5,99.0,99.0,99.0,99.0,99.0,99.0,98.5,99.0,99.0,99.0,98.5,98.5,98.5,99.0,98.5,99.0,99.0,99.0,98.5,98.5,98.5,98.5,98.0,98.0,99.0,98.5,98.0,98.0,98.5,99.0,97.1,97.1,97.1,96.6,95.6,96.1,95.6,98.0,98.0,98.5,99.0,98.5,99.0,99.0,99.0,98.0,96.6,98.5,98.0,98.0,95.1,95.1,95.6,96.1,96.1,96.1,96.1,96.1,95.6,95.6,95.6,95.6,95.6,95.1,96.1,94.6,96.1,97.5,94.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,95.6,96.1,96.1,96.1,97.1,97.1,97.1,96.6,96.6,99.5,98.5,98.0,98.5,99.0,97.5
31154_consensus,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.0,99.0,99.0,99.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,98.5,98.5,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.5,99.0,99.0,98.5,99.0,99.0,99.0,99.0,99.0,99.0,98.5,99.0,99.0,99.0,98.5,98.5,98.5,99.0,98.5,99.0,99.0,99.0,98.5,98.5,98.5,98.5,98.0,98.0,99.0,98.5,98.0,98.0,98.5,99.0,97.1,97.1,97.1,96.6,95.6,96.1,95.6,98.0,98.0,98.5,99.0,98.5,99.0,99.0,99.0,98.0,96.6,98.5,98.0,98.0,95.1,95.1,95.6,96.1,96.1,96.1,96.1,96.1,95.6,95.6,95.6,95.6,95.6,95.1,96.1,94.6,96.1,97.5,94.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,95.6,96.1,96.1,96.1,97.1,97.1,97.1,96.6,96.6,99.5,98.5,98.0,98.5,99.0,97.5
31169_consensus,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.0,99.0,99.0,99.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,98.5,98.5,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.5,99.0,99.0,98.5,99.0,99.0,99.0,99.0,99.0,99.0,98.5,99.0,99.0,99.0,98.5,98.5,98.5,99.0,98.5,99.0,99.0,99.0,98.5,98.5,98.5,98.5,98.0,98.0,99.0,98.5,98.0,98.0,98.5,99.0,97.1,97.1,97.1,96.6,95.6,96.1,95.6,98.0,98.0,98.5,99.0,98.5,99.0,99.0,99.0,98.0,96.6,98.5,98.0,98.0,95.1,95.1,95.6,96.1,96.1,96.1,96.1,96.1,95.6,95.6,95.6,95.6,95.6,95.1,96.1,94.6,96.1,97.5,94.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,95.6,96.1,96.1,96.1,97.1,97.1,97.1,96.6,96.6,99.5,98.5,98.0,98.5,99.0,97.5
31176_consensus,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.0,99.0,99.0,99.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,98.5,98.5,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.5,99.0,99.0,98.5,99.0,99.0,99.0,99.0,99.0,99.0,98.5,99.0,99.0,99.0,98.5,98.5,98.5,99.0,98.5,99.0,99.0,99.0,98.5,98.5,98.5,98.5,98.0,98.0,99.0,98.5,98.0,98.0,98.5,99.0,97.1,97.1,97.1,96.6,95.6,96.1,95.6,98.0,98.0,98.5,99.0,98.5,99.0,99.0,99.0,98.0,96.6,98.5,98.0,98.0,95.1,95.1,95.6,96.1,96.1,96.1,96.1,96.1,95.6,95.6,95.6,95.6,95.6,95.1,96.1,94.6,96.1,97.5,94.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,95.6,96.1,96.1,96.1,97.1,97.1,97.1,96.6,96.6,99.5,98.5,98.0,98.5,99.0,97.5
31180_consensus,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.0,99.0,99.0,99.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,98.5,98.5,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.5,99.0,99.0,98.5,99.0,99.0,99.0,99.0,99.0,99.0,98.5,99.0,99.0,99.0,98.5,98.5,98.5,99.0,98.5,99.0,99.0,99.0,98.5,98.5,98.5,98.5,98.0,98.0,99.0,98.5,98.0,98.0,98.5,99.0,97.1,97.1,97.1,96.6,95.6,96.1,95.6,98.0,98.0,98.5,99.0,98.5,99.0,99.0,99.0,98.0,96.6,98.5,98.0,98.0,95.1,95.1,95.6,96.1,96.1,96.1,96.1,96.1,95.6,95.6,95.6,95.6,95.6,95.1,96.1,94.6,96.1,97.5,94.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,95.6,96.1,96.1,96.1,97.1,97.1,97.1,96.6,96.6,99.5,98.5,98.0,98.5,99.0,97.5
ABLG4518_consensus,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.0,99.0,99.0,99.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,98.5,98.5,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.5,99.0,99.0,98.5,99.0,99.0,99.0,99.0,99.0,99.0,98.5,99.0,99.0,99.0,98.5,98.5,98.5,99.0,98.5,99.0,99.0,99.0,98.5,98.5,98.5,98.5,98.0,98.0,99.0,98.5,98.0,98.0,98.5,99.0,97.1,97.1,97.1,96.6,95.6,96.1,95.6,98.0,98.0,98.5,99.0,98.5,99.0,99.0,99.0,98.0,96.6,98.5,98.0,98.0,95.1,95.1,95.6,96.1,96.1,96.1,96.1,96.1,95.6,95.6,95.6,95.6,95.6,95.1,96.1,94.6,96.1,97.5,94.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,95.6,96.1,96.1,96.1,97.1,97.1,97.1,96.6,96.6,99.5,98.5,98.0,98.5,99.0,97.5
ABLG4520_consensus,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.0,99.0,99.0,99.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,98.5,98.5,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.5,99.0,99.0,98.5,99.0,99.0,99.0,99.0,99.0,99.0,98.5,99.0,99.0,99.0,98.5,98.5,98.5,99.0,98.5,99.0,99.0,99.0,98.5,98.5,98.5,98.5,98.0,98.0,99.0,98.5,98.0,98.0,98.5,99.0,97.1,97.1,97.1,96.6,95.6,96.1,95.6,98.0,98.0,98.5,99.0,98.5,99.0,99.0,99.0,98.0,96.6,98.5,98.0,98.0,95.1,95.1,95.6,96.1,96.1,96.1,96.1,96.1,95.6,95.6,95.6,95.6,95.6,95.1,96.1,94.6,96.1,97.5,94.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,95.6,96.1,96.1,96.1,97.1,97.1,97.1,96.6,96.6,99.5,98.5,98.0,98.5,99.0,97.5
ABLG4531_consensus,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.0,99.0,99.0,99.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,98.5,98.5,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.5,99.0,99.0,98.5,99.0,99.0,99.0,99.0,99.0,99.0,98.5,99.0,99.0,99.0,98.5,98.5,98.5,99.0,98.5,99.0,99.0,99.0,98.5,98.5,98.5,98.5,98.0,98.0,99.0,98.5,98.0,98.0,98.5,99.0,97.1,97.1,97.1,96.6,95.6,96.1,95.6,98.0,98.0,98.5,99.0,98.5,99.0,99.0,99.0,98.0,96.6,98.5,98.0,98.0,95.1,95.1,95.6,96.1,96.1,96.1,96.1,96.1,95.6,95.6,95.6,95.6,95.6,95.1,96.1,94.6,96.1,97.5,94.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,95.6,96.1,96.1,96.1,97.1,97.1,97.1,96.6,96.6,99.5,98.5,98.0,98.5,99.0,97.5
33554_consensus,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,,100.0,99.0,99.0,99.0,99.0,99.0,98.5,98.5,98.5,98.5,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.0,98.5,98.5,99.0,99.5,99.5,99.5,99.5,99.5,99.5,98.0,98.5,98.5,98.5,98.0,98.0,98.0,98.5,98.0,98.5,98.5,98.5,98.0,98.0,98.0,98.0,98.5,98.5,98.5,99.0,97.5,97.5,98.0,98.5,96.6,96.6,96.6,96.1,95.1,95.6,95.1,97.5,98.5,99.0,98.5,98.0,98.5,98.5,98.5,97.5,96.1,98.0,97.5,97.5,94.6,94.6,95.1,95.6,95.6,95.6,95.6,95.6,95.1,95.1,95.1,95.1,95.1,94.6,95.6,94.1,95.6,97.1,93.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,95.1,95.6,95.6,95.6,96.6,96.6,96.6,96.1,96.1,99.0,98.0,98.5,99.0,98.5,97.1
ABLG4384_consensus,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,100.0,,99.0,99.0,99.0,99.0,99.0,98.5,98.5,98.5,98.5,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.0,98.5,98.5,99.0,99.5,99.5,99.5,99.5,99.5,99.5,98.0,98.5,98.5,98.5,98.0,98.0,98.0,98.5,98.0,98.5,98.5,98.5,98.0,98.0,98.0,98.0,98.5,98.5,98.5,99.0,97.5,97.5,98.0,98.5,96.6,96.6,96.6,96.1,95.1,95.6,95.1,97.5,98.5,99.0,98.5,98.0,98.5,98.5,98.5,97.5,96.1,98.0,97.5,97.5,94.6,94.6,95.1,95.6,95.6,95.6,95.6,95.6,95.1,95.1,95.1,95.1,95.1,94.6,95.6,94.1,95.6,97.1,93.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,95.1,95.6,95.6,95.6,96.6,96.6,96.6,96.1,96.1,99.0,98.0,98.5,99.0,98.5,97.1
33567_consensus,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.0,99.0,,99.0,99.0,99.0,99.0,98.5,98.5,98.5,98.5,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.0,98.5,98.5,98.0,98.5,98.5,98.5,98.5,98.5,98.5,98.0,98.5,98.5,98.5,98.0,98.0,98.0,98.5,98.0,98.5,98.5,98.5,98.0,98.0,98.0,98.0,97.5,97.5,98.5,98.0,97.5,97.5,98.0,98.5,96.6,96.6,96.6,96.1,95.1,95.6,95.1,97.5,97.5,98.0,98.5,98.0,98.5,98.5,98.5,97.5,96.1,98.0,97.5,97.5,94.6,94.6,95.1,95.6,95.6,95.6,95.6,95.6,95.1,95.1,95.1,95.1,95.1,94.6,95.6,94.1,95.6,97.1,93.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,95.1,95.6,95.6,95.6,96.6,96.6,96.6,97.1,96.1,99.0,98.0,97.6,98.0,98.5,97.1
33569_consensus,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.0,99.0,99.0,,99.0,99.0,99.0,98.5,98.5,98.5,98.5,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.0,98.5,98.5,98.0,98.5,98.5,98.5,98.5,98.5,98.5,98.0,98.5,98.5,98.5,98.0,98.0,98.0,98.5,98.0,98.5,98.5,98.5,98.0,98.0,98.0,98.0,97.5,97.5,98.5,98.0,97.5,97.5,98.0,98.5,96.6,96.6,96.6,96.1,95.1,95.6,95.1,97.5,97.5,98.0,98.5,98.0,98.5,98.5,98.5,97.5,96.1,98.0,97.5,97.5,94.6,94.6,95.1,95.6,95.6,95.6,95.6,95.6,95.1,95.1,95.1,95.1,95.1,94.6,95.6,94.1,95.6,97.1,93.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,95.1,95.6,95.6,95.6,96.6,96.6,96.6,96.1,96.1,99.0,98.0,97.6,98.0,98.5,97.1
